SMILES,caco2_log10
[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])c1c([H])c([H])c([H])c(F)c1[H])C(=O)N([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H],-5.52288
[H]c1c([H])c(N([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([H])c1-c1nnc(OC([H])([H])C(C(=O)N([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n1C([H])([H])[H],-6.67778
[H]c1c([H])c([H])c(C([H])([H])OC(=O)c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC(=O)c4c5n(c6c([H])c([H])c([H])c([H])c46)C([H])([H])C([H])([H])C([H])([H])O5)C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],-5.95861
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[C@@]2(C([H])([H])[H])C(=O)N([H])C([H])([H])C(=O)[N+]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])OC2([H])[H])c([H])c1[H],-7.0
[H]c1c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])n3c([H])c(C([H])([H])[H])c(=O)[n-]c3=O)C([H])([H])C2([H])[H])nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc1C(F)(F)F,-5.7122
[H]c1c([H])c(OC([H])([H])[H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])c3nc(N([H])[H])nc(N([H])c4c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c4[H])n3)C([H])([H])C2([H])[H])c1[H],-4.45593
[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,-4.45967
[H]O[C@@](C(=O)N([H])c1c([H])c([H])c(C#N)c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],-4.49485
[H]Oc1c([H])c(C([H])([H])[H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[C@@]2([H])C(=O)N([H])C3(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C(C([H])([H])[H])(C([H])([H])[H])SC([H])([H])C([H])([H])SC2([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2C3([H])[H])[N+]([H])([H])[H])c(C([H])([H])[H])c1[H],-4.8729
[H]c1c([H])c2c(c([H])c1Cl)C([H])([H])C([H])([H])[C@]2([H])[N+]([H])(C([H])([H])c1c([H])c([H])c(OC([H])([H])C([H])([H])N2C(=O)C([H])([H])C([H])([H])C2=O)c(OC([H])([H])[H])c1[H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])C1([H])[H],-5.12378
[H]c1c(Cl)sc(C(=O)N([H])[C@]2([H])C([H])([H])[N+]([H])(S(=O)(=O)C([H])([H])C([H])([H])[H])C([H])([H])[C@]2([H])N([H])C(=O)c2c([H])c([H])c(-n3c([H])c([H])c([H])c([H])c3=O)c([H])c2[H])c1[H],-5.82391
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])[C@@](O[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(O[H])C3=C([H])C(=O)[C@]4([H])C([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],-3.78781
[H]O[C@@]([H])(C([H])([H])N([N-]C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(-c2nc([H])c([H])c([H])c2[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-5.90309
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C([H])([H])n1c([H])nc2c([H])c([H])c([H])c([H])c21,-4.63078
[H]N1C(=O)C([H])([H])N(C([H])([H])[H])C1=[N+]([H])[H],-5.93554
[H]c1c(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])nc(N([H])[H])nc1C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.49485
[H]O[C@]12c3c(OC([H])([H])[H])c([H])c(Cl)c([H])c3O[C@@]1(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(C(=O)OC([H])([H])[H])[C@@]2([H])O[H],-5.74473
[H]c1c(C(=O)N([H])C2(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])sc(-c2c([H])c([H])c([H])c([H])c2[H])c1[H],-4.93181
[H]O[S+](c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c(S(=O)(=O)N(c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])[H])c2[H])c([H])c1[H])C([H])([H])[H],-4.59007
[H]c1nc([H])c([H])c(-c2c(-c3oc([H])c([H])c3[H])nc(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c([H])c2[H])n1,-4.34679
[H]c1nc(C([H])([H])[H])nc([H])c1C(=O)N([H])c1nc([H])c(-c2c([H])c([H])c([H])c(S(=O)(=O)C3([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],-4.59007
[H]OC([H])(C([H])([H])Oc1c([H])c([H])c(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H])C([H])([H])[N+]([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-7.30103
[H]c1c([H])c(C([H])(N(C([H])([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])N3C(=O)C([H])([H])C([H])([H])C3=O)c(OC([H])([H])[H])c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)[O-])c([H])c(F)c1Cl,-6.23062
[H]O[C@]([H])(C([H])([H])Oc1c([H])c([O-])c([H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C2(Oc3c([H])c([H])c(Cl)c([H])c3C2([H])[H])C([H])([H])C1([H])[H],-4.92082
[H]c1nc(S(=O)(=O)[N+]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])N(c2c([H])c([H])c(C#N)c([H])c2[H])C([H])([H])c2c([H])nc([H])n2C([H])([H])[H])c([H])c([H])c1[H],-5.55129
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]([H])(Oc3c([H])c(-n4nc(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])nc4c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c34)C([H])([H])[C@@]2([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.82391
[H]c1c(Cl)c([H])c2c(c1Cl)C([H])([H])[C@]([H])(N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])[C@@]2([H])Oc1c([H])c([H])c(-n2c(C([H])([H])[H])nnc2C([H])([H])[H])c([H])c1[H],-6.69897
[H]c1c(C(=O)N([H])C([H])([H])[H])c([H])c2c(nc(C(F)(F)F)n2C([H])([H])[H])c1[H],-4.83565
[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)c2sc(-n3c([H])c([H])c(OC([H])([H])C([H])([H])C4([H])C([H])([H])C4([H])[H])c([H])c3=O)nc2C([H])([H])[H])c([H])c1[H],-7.30103
[H]N1C(=O)[C@@]([H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[H],-5.82102
[H]ON1C(=O)c2nc([H])c3c(c2C([H])([H])C1([H])[H])c(C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])c([H])n3C([H])([H])c1c([H])c([H])c(F)c([H])c1[H],-5.68403
[H]Oc1c([H])c([H])c(Oc2c([H])c([H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C4(C(=O)N([H])[C@@]([H])(C([H])([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],-6.48149
[H]/C(C(=O)[O-])=C(/[H])c1c([H])c([H])c(N([H])C(=O)C(N([H])C(=O)c2c([H])c([H])c3c(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(-c4c([H])nc([H])c([H])c4[H])n(C([H])([H])[H])c3c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-5.02687
[H]c1c([H])c([H])c(Oc2c([H])c([N+](=O)[O-])c([H])c([H])c2[N-]S(=O)(=O)C([H])([H])[H])c([H])c1[H],-4.42251
[H]c1c([H])c(C([H])([H])S(=O)(=O)[N-]C(=O)C2([H])C([H])([H])C([H])([H])N(c3nc(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])([H])C2([H])[H])c([H])c([H])c1F,-5.09691
[H]c1nc([H])c([H])c(-c2c([H])c3c(N([H])[C@]4([H])C([H])([H])C([H])([H])[C@](C([H])([H])[H])([N+]([H])([H])[H])C4(C([H])([H])[H])C([H])([H])[H])c(C(=O)N([H])[H])c([H])nn3c2[H])c1[H],-5.82391
[H]c1nc(C(=O)N([H])C([H])([H])[H])c([H])c(Oc2c([H])c([H])c3oc(N([H])c4c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])nc3c2[H])c1[H],-5.0
[H]OC(c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C(=O)[O-])c([H])c1[H])(C(F)(F)F)C(F)(F)F,-6.39794
[H]O[C@@](C(=O)OC([H])([H])C([H])([H])C([H])([H])n1c([H])c([H])[n+](C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])[C@]1([H])C([H])([H])C([H])([H])C(F)(F)C1([H])[H],-6.04576
[H]/C(c1c([H])c([H])c([H])c([H])c1[H])=C(/[H])[C@]1([H])OC([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])O1,-5.04721
[H]OS1(=O)=NC(=O)C([H])([H])[C@@]1([H])c1c([H])c([H])c(C([H])([H])[C@]([H])([N-]S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c1C([H])([H])[H],-6.39903
[H]c1nc2c([H])c([H])c([H])c(S(=O)(=O)[N-]c3c([H])c(Br)c([H])c([H])c3C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])c([H])c(F)c(Br)c3[H])c2nc1[H],-7.52288
[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[N+]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C#N)[N+]([H])([H])[H])c([H])c2[H])c([H])c1[H],-5.57512
[H]c1c([H])c(-c2nc3c(s2)C([H])([H])[N+]([H])(C([H])([H])C(=O)N([H])[H])C([H])([H])C3([H])[H])c([H])c([H])c1O[C@]1([H])C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H],-5.0655
[H]c1c([H])c(-n2c([H])c(C3([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[N+]4([H])C(=O)N([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c3c([H])c(-c4nnn(C([H])([H])[H])n4)c([H])c([H])c32)c([H])c([H])c1F,-4.92082
[H]c1c([H])c(F)c(N2C([H])([H])C([H])([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3Cl)C([H])([H])C2([H])[H])c([C@@]([H])(N([H])C(=O)C([H])([H])N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],-5.69897
[H]c1c([H])c2c(c([H])c1F)N(C([H])([H])c1c([H])c(C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c3c(=O)c([H])c(N4C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])[H])C4([H])[H])oc13)C([H])([H])C([H])([H])O2,-4.95861
[H]c1nc([H])c(-c2c([H])c3c(=O)n(C([H])([H])c4c([H])c([H])c([H])c([H])c4C#N)c(N4C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])[H])C4([H])[H])nc3n2[H])c([H])c1[H],-5.59346
[H]OC(c1c([H])c([H])c(N(C(=O)C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H])(C(F)(F)F)C(F)(F)F,-4.54363
[H]c1c([H])c(C2([H])C([H])([H])C(=O)[N-]S2(=O)=O)c([H])c([H])c1C([H])([H])[C@@]([H])(c1nc2c([H])c([H])c([H])c([H])c2[n-]1)N([H])c1nc2c(F)c([H])c([H])c([H])c2s1,-5.76955
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[N-]S(=O)(=O)C1([H])C([H])([H])C1([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[C@@](OC([H])([H])[H])(c2c([H])c([H])c(-c3nc([H])c([H])s3)c([H])c2[H])C([H])([H])[N+]1([H])C(=O)[C@@]([H])(N([H])C(=O)OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.31876
[H]Oc1c([H])c(C([H])([H])[H])c(C([H])([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2nc([O-])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])(C([H])([H])c3c(C([H])([H])[H])c([H])c([O-])c([H])c3C([H])([H])[H])[N+]([H])([H])[H])nc2C([H])([H])[H])N([H])[H])c(C([H])([H])[H])c1[H],-6.07314
[H]O[S@+](C([H])([H])[H])C([H])([H])c1c([H])c([H])c(C(=O)N([H])c2c(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c12,-4.58503
[H]c1c(C2=NOC([H])(c3c([H])c([H])c(N4C(=O)C([H])([H])OC([H])([H])C4([H])[H])c(F)c3[H])C2([H])[H])oc([N+](=O)[O-])c1[H],-4.81248
[H]N1C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C(=O)[C@]1([H])C([H])([H])[H],-5.30016
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])C2([H])[H])N([H])C(=O)C2(N([H])C(=O)c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-5.92082
[H]c1nc2c(c([H])nn2-c2nc([H])c(-n3nnc(C4([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])(F)F)C([H])([H])C4([H])[H])c3[H])c([N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.60206
[H]OC1([H])C([H])([H])C([H])([H])N(c2nc([H])c3c(n2)C([H])([H])C([H])([H])N(c2nc([H])c(Cl)c(-c4nc([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c2[H])C3([H])[H])C([H])([H])C1([H])[H],-5.0
[H]O[C@@]1(C(F)(F)C(F)(F)F)C([H])([H])C([H])([H])[C@@]2([H])[C@@]3([H])C(=C4C(=C([H])C(=O)C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])[C@@]([H])(c3c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c3[H])C([H])([H])[C@]12C([H])([H])[H],-4.98297
[H]c1c([H])c(C(=O)N2C([H])([H])c3nnc(C(F)(F)F)n3C([H])([H])[C@]2([H])C([H])([H])[H])c([H])c(C(F)(F)c2nn([H])c(=O)c3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H],-5.4437
[H]c1c(C2=NOC([H])(c3c([H])c([H])c(N4C(=O)C([H])([H])OC([H])([H])C4([H])[H])c([H])c3[H])C2([H])[H])oc([N+](=O)[O-])c1[H],-4.89963
[H]c1nc2c(nc([H])n2-c2nc([H])c(-c3nnn(C([H])([H])C([H])([H])C([H])([H])[H])c3[H])c(N([H])c3c([H])nn(C([H])([H])C([H])([H])[H])c3[H])c2[H])c([H])c1C#N,-4.69897
[H]c1c([H])c([H])c(C2([H])C(=O)c3c([H])c([H])c([H])c([H])c3C2=O)c([H])c1[H],-4.45469
[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[N+]2([H])C([H])([H])C([H])([H])N(c3c([H])c([H])c(C([H])([H])[H])c([H])c3[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c(C([H])([H])[H])c([H])c1Cl,-4.79588
[H]c1c(F)c(C([H])([H])[H])c(-c2c(F)c([H])n3c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nnc3c2F)c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H],-4.38722
[H]c1nc(C([H])([H])[H])c(C([H])([H])SC([H])([H])C([H])([H])N([H])/C(N([H])C#N)=[N+](\[H])C([H])([H])[H])n1[H],-5.89963
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])[C@@]1(C(=O)N([H])[H])C([H])([H])c1c([H])c([H])c(OC([H])([H])c2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc3c([H])c([H])c([H])c([H])c23)c(F)c1[H],-6.52288
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])c4c(n([H])c5c([H])c([H])c([H])c([H])c45)[C@@]3([H])C([H])([H])[C@@]2([H])[C@@]1([H])C(=O)OC([H])([H])[H],-4.73049
[H]c1c(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])oc(N([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],-6.22185
[H]Oc1c([H])c(O[H])c2c(c1[H])/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])OC2=O,-4.97881
[H]c1nc([H])c([H])c(F)c1[H],-3.88971
[H]O[C@]12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])[C@@]([H])(N([H])C(=O)N1c4c([H])c([H])c([H])c([H])c4N(c4nc([H])c(N5C([H])([H])C([H])([H])[N+]([H])(S(=O)(=O)C6([H])C([H])([H])C6([H])[H])C([H])([H])C5([H])[H])c([H])c4[H])C([H])([H])C1([H])[H])C([H])(C3([H])[H])C2([H])[H],-5.00877
[H]OC([H])([H])[C@]1([H])O[C@]([H])(n2nc(C(=O)N([H])[H])nc2[H])[C@@]([H])(O[H])[C@@]1([H])O[H],-6.92082
[H]c1c([H])c([N-]S(=O)(=O)C([H])([H])[H])c(C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])c2nn3c([H])c(C([H])([H])[H])c(N4C([H])([H])C([H])(F)C4([H])[H])nc3c2[H])c([H])c1Cl,-4.4318
[H]c1c([H])c([H])c(S(=O)(=O)[N-]C(=O)[N+]([H])([H])C2([H])C([H])([H])N(c3nc(C([H])([H])[H])c(C([H])(OC([H])([H])[H])OC([H])([H])C([H])([H])[H])c([H])c3C#N)C2([H])[H])c([H])c1[H],-6.38722
[H]c1c([H])c2c(c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])c1nnnn1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C(=O)N2[H],-4.69897
[H]c1nc(C(F)(F)F)c([H])c([H])c1C([H])([H])Oc1c([H])c([H])c(-c2c([H])c([H])c([H])c3nc(N([H])C(=O)C4([H])C([H])([H])C4([H])[H])nn23)c([H])c1[H],-5.69897
[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(-c2nc3c(C([H])([H])C([H])([H])[H])n(C4([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C4([H])[H])nc3c(=O)n2[H])c([H])c1C(=O)C([H])([H])[H],-4.27572
[H]c1c([H])c(-c2nc3n(c2N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])N([H])C3(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1F,-4.80688
[H]c1c([H])c(C([H])([H])[H])c2c(c1C#N)c1c(n2[H])[C@](C(=O)[O-])(C([H])([H])C([H])([H])C([H])([H])[H])OC([H])([H])C1([H])[H],-5.49485
[H]c1c([H])c(C([H])([H])N2C(=O)C(C3=[N+]([H])S(=O)(=O)c4c([H])c([N-]S(=O)(=O)C([H])([H])[H])c([H])c([H])c4N3[H])=C([O-])[C@@]3([H])[C@@]4([H])O[C@]([H])(C([H])([H])C4([H])[H])[C@@]23[H])c([H])c([H])c1F,-7.09691
[H]ON1C(=O)c2nc([H])c3c(c(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])O[H])c([H])n3C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c2C([H])([H])C1([H])[H],-6.35655
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])n1c(N2C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c(C#N)c2c1c(=O)n(C([H])([H])c1nc([H])c([H])c3c([H])c([H])c([H])c([H])c13)c(=O)n2C([H])([H])[H],-5.27572
[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1-c1nc(C(=O)N([H])[H])c(N([H])[H])o1,-4.72354
[H]O[C@]1([H])[C@@]([H])(n2nc(C(=O)N([H])[H])nc2[H])O[C@@]([H])(C([H])([H])OC(=O)C([H])([H])[N+]([H])([H])C([H])([H])[H])[C@]1([H])O[H],-6.30103
[H]c1nc([H])c([H])c(N(c2c([H])c([H])c(-c3c([H])c([H])c4c(C(=O)N([H])[H])nn(-c5c([H])c([H])c6onc(N([H])[H])c6c5[H])c4c3F)c(F)c2[H])C([H])([H])[H])c1[H],-5.85387
[H]c1c([H])c(C(=O)[N-]OC([H])([H])C2([H])C([H])([H])C2([H])[H])c(N([H])c2c([H])c([H])c(I)c([H])c2Cl)c(F)c1F,-4.79048
[H]C([H])=C([H])C(=O)[N+]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])N(c2nc(N([H])c3c([H])c([H])c(C([H])([H])C([H])([H])[N+]4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3[H])c(C(=O)N([H])[H])c([H])c2[H])C([H])([H])C1([H])[H],-7.1549
[H]O[C@]12C(C([H])([H])[H])(C([H])([H])[H])C(=C(C([H])([H])[H])[C@@]([H])(OC(=O)[C@]([H])(O[H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])[C@@]([H])(OC([H])([H])[H])C(=O)[C@]1(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@@]3([H])OC([H])([H])[C@@]3(OC(=O)C([H])([H])[H])[C@@]1([H])[C@]2([H])OC(=O)c1c([H])c([H])c([H])c([H])c1[H],-5.42829
[H]c1c(OC([H])([H])[H])noc1C(=O)N([H])c1nonc1N([H])C([H])([H])c1c([H])c([H])c(-c2c([H])c(Cl)c([H])c(F)c2-c2noc(C([H])([H])[H])n2)c([H])c1F,-4.31876
[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C2(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl,-4.92082
[H]c1c([N-]S(=O)(=O)c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])nc(C([H])([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],-4.69897
[H]C1=C([H])[C@]2([H])c3c([H])c(C#N)c([H])c([H])c3N([H])[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C(=O)c3c([H])nc(Cl)c([H])c3[H])[C@]2([H])C1([H])[H],-4.82391
[H]c1c([H])c([H])c([C@@]([H])(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])N2C([H])([H])[C@@]3([H])C([H])([H])[N+]([H])(C(=O)c4c(C([H])([H])[H])c([H])c(OC([H])([H])[H])c([H])c4C([H])([H])[H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H],-4.48149
